date,lq45,jci,idx30,eido,spy,dom_b,dom_s,for_b,for_s
2013-07-03,755.31,4577.15,385.3,29.87,161.28,3.2813,2.404,2.194,3.0713
2013-07-04,758.33,4581.93,387.63,29.87,161.28,2.699,2.4998,1.2886,1.4878
2013-07-05,764.28,4602.81,390.56,29.37,163.02,2.435,2.1723,1.1627,1.4254
2013-07-08,731.23,4433.62,373.36,28.91,163.94,3.4981,2.5262,1.455,2.4268
2013-07-09,728.21,4403.8,371.78,28.85,165.13,3.2203,2.6913,1.9253,2.4543
2013-07-10,745,4478.64,380.54,28.88,165.19,3.7637,3.1708,2.3713,2.9642
2013-07-11,771.45,4604.22,394.58,30.67,167.44,4.5665,4.6373,3.1825,3.1117
2013-07-12,777.66,4633.11,397.57,30.23,167.51,3.0673,3.3495,3.5144,3.2321
2013-07-15,777.9,4635.73,397.72,30.37,168.16,2.4577,2.4739,2.3238,2.3076
2013-07-16,778.54,4644.04,398.56,30.39,167.53,3.8135,3.7565,1.8486,1.9056
2013-07-17,784.72,4679,401.9,30.6,167.95,3.4495,3.5937,2.0517,1.9074
2013-07-18,792.13,4720.44,405.73,30.19,168.87,4.099,3.9293,2.2967,2.4664
2013-07-19,791.91,4724.41,405.94,30.13,169.17,2.9104,2.8559,1.5895,1.644
2013-07-22,778.71,4678.98,398.34,30.27,169.5,2.7682,2.4492,1.087,1.4061
2013-07-23,798.91,4767.16,408.75,30.32,169.14,3.2032,3.5202,2.3953,2.0783
2013-07-24,789.35,4718.1,404.02,29.73,168.52,3.0144,3.1,1.753,1.6674
2013-07-25,779.08,4674.12,399.01,29.75,168.93,2.7546,2.5335,1.7458,1.967
2013-07-26,777.15,4658.87,398.23,29.66,169.11,2.2281,2.1352,1.4533,1.5462
2013-07-29,762.29,4580.47,390.65,29,168.59,2.2829,1.9038,0.8422,1.2214
2013-07-30,772.25,4608.49,396.22,28.8,168.59,4.3375,6.4206,4.738,2.6548
2013-07-31,771.9,4610.38,396.47,28.99,168.71,2.607,2.519,2.1075,2.1955
2013-08-01,774.15,4624.34,398.87,29.7,170.66,2.8483,6.1749,5.006,1.6793
2013-08-02,774.94,4640.78,399.52,29.83,170.95,3.1394,2.3208,1.4941,2.3127
2013-08-12,763.95,4597.78,392.92,29.29,169.11,2.3858,2.1076,2.8649,3.1431
2013-08-13,776.47,4652.4,399.22,29.38,169.61,2.9093,2.4586,2.2394,2.6902
2013-08-14,786.29,4699.73,404.36,29.82,168.74,2.8795,2.8976,1.7105,1.6924
2013-08-15,781.33,4685.13,401.22,29.1,166.38,2.5851,2.8205,2.7375,2.5021
2013-08-16,758.86,4568.65,389.31,27.96,165.83,3.4214,2.5303,1.7466,2.6377
2013-08-19,708.09,4313.52,362.74,25.88,164.77,4.5964,2.8133,2.1538,3.9369
2013-08-20,687.17,4174.98,352.32,24.89,165.58,5.4726,3.5174,3.6242,5.5794
2013-08-21,696.15,4218.45,356.57,23.81,164.56,4.1454,3.2499,2.9054,3.8009
2013-08-22,689.5,4171.41,352.56,24.29,166.06,4.6614,3.7734,2.6265,3.5145
2013-08-23,689.26,4169.83,352.66,24.26,166.62,3.4813,3.2834,2.1318,2.3296
2013-08-26,677.89,4120.67,345.97,23.08,166,2.5076,2.2799,1.885,2.1127
2013-08-27,651.87,3967.84,332.79,21.14,163.33,3.2195,2.9739,2.4445,2.69
2013-08-28,664.98,4026.47,339.69,21.92,163.91,4.8063,3.6155,2.6362,3.827
2013-08-29,680.01,4103.59,347.54,22.36,164.17,3.9141,3.8331,2.8264,2.9074
2013-08-30,701.07,4195.09,358.63,23.02,163.65,3.6544,4.2826,3.9449,3.3166
2013-09-02,678.82,4101.23,346.45,23.02,163.65,3.4104,3.1785,1.8682,2.1001
2013-09-03,691.39,4164.01,352.71,22.3,164.39,3.3548,3.2189,1.4947,1.6306
2013-09-04,673.61,4073.45,343.19,22.45,165.75,2.836,2.6767,1.8716,2.0309
2013-09-05,669.58,4050.86,340.76,22.39,165.96,3.0025,2.88,2.2928,2.4154
2013-09-06,676.06,4072.35,344.22,23,166.04,2.4913,2.3158,2.4229,2.5985
2013-09-09,700.85,4191.26,357.32,24.23,167.63,3.3441,3.3969,2.6035,2.5508
2013-09-10,739.06,4358.14,378.82,25.24,168.87,5.0629,6.6369,4.8052,3.2312
2013-09-11,736.19,4349.42,377.12,24.73,169.4,3.6834,4.2824,3.1996,2.6006
2013-09-12,734.58,4356.6,375.76,24.32,168.95,3.4328,3.5716,2.6026,2.4639
2013-09-13,736.71,4375.54,377.42,24.95,169.33,3.5785,3.2914,2.0893,2.3764
2013-09-16,766.77,4522.24,393.59,26.01,170.31,4.2771,4.7576,2.7914,2.3109
2013-09-17,765.62,4517.62,392.74,25.37,171.07,3.6586,3.7019,2.6717,2.6283
2013-09-18,752.2,4463.25,385.42,27.77,173.05,3.2648,2.896,14.1197,14.4886
2013-09-19,793.79,4670.73,406.9,27.95,172.76,7.0406,8.0864,5.2454,4.1996
2013-09-20,773.93,4583.83,396.38,26.43,170.72,3.7425,3.6666,2.4812,2.5571
2013-09-23,769.99,4562.86,394.68,26.2,169.93,2.4859,2.5017,1.9149,1.8991
2013-09-24,749.2,4460.41,383.92,25.24,169.53,3.3372,2.7124,1.7924,2.4172
2013-09-25,737.04,4406.77,377.41,24.48,169.04,3.2137,2.642,2.3613,2.933
2013-09-26,735.5,4405.89,376.6,25.04,169.69,3.3097,2.7358,1.5473,2.1211
2013-09-27,738.97,4423.72,378.72,24.4,168.91,2.5148,2.3328,1.4481,1.6301
2013-09-30,712.9,4316.18,364.63,23.59,168.01,3.2134,2.4077,1.8955,2.7012
2013-10-01,722.2,4345.9,369.79,24.81,169.34,2.7786,2.5214,1.3831,1.6403
2013-10-02,732.95,4387.6,375.53,25.17,169.18,2.7435,2.778,1.2837,1.2492
2013-10-03,738.49,4418.64,378.39,24.55,167.62,2.1112,2.1015,1.6587,1.6685
2013-10-04,732.91,4389.35,375.65,25.05,168.89,2.6238,2.3379,1.2805,1.5664
2013-10-07,731.39,4374.96,375.02,24.7,167.43,2.637,2.5029,1.1184,1.2526
2013-10-08,743.25,4432.51,380.87,24.46,165.48,3.4487,3.3557,1.7627,1.8557
2013-10-09,748.71,4457.44,383.77,25.3,165.6,3.0575,3.1916,1.9618,1.8278
2013-10-10,755.2,4486.68,386.98,26.2,169.17,3.8592,3.6293,2.2673,2.4972
2013-10-11,763.31,4519.91,391.18,26.04,170.26,3.3996,3.4204,2.9738,2.953
2013-10-16,757.28,4492.26,387.82,26.3,172.07,2.4173,2.1172,2.5563,2.8563
2013-10-17,761.92,4518.93,389.86,26.71,173.22,3.3386,2.9288,2.1355,2.5452
2013-10-18,767.71,4546.57,392.92,26.83,174.39,3.4842,3.3892,1.8941,1.9891
2013-10-21,773.75,4578.18,396.06,26.63,174.4,4.1513,4.1151,2.2879,2.3241
2013-10-22,758.43,4512.74,387.66,26.45,175.41,3.6001,2.4872,2.7522,3.8652
2013-10-23,764.12,4546.5,390.54,25.98,174.57,3.9306,4.9029,3.283,2.3107
2013-10-24,774.66,4594.85,396.22,26.5,175.15,4.0322,4.1871,2.1952,2.0403
2013-10-25,771.77,4580.85,394.82,27.37,175.95,3.2294,3.0883,2.7357,2.8767
2013-10-28,772.82,4590.54,395.68,27.29,176.23,3.2603,3.3121,1.5142,1.4624
2013-10-29,766.09,4562.77,392.39,26.9,177.17,3.1113,2.8562,1.4327,1.6877
2013-10-30,769.08,4574.88,394.18,26.38,176.29,3.2748,3.1036,1.7882,1.9593
2013-10-31,754.81,4510.63,386.57,25.68,175.79,3.8561,4.0378,2.5546,2.3729
2013-11-01,739.28,4432.59,377.97,25.01,176.21,3.3761,2.8364,1.6382,2.1779
2013-11-04,738.24,4423.29,377.34,25.33,176.83,2.6156,2.1504,1.2534,1.7186
2013-11-06,744.15,4449.76,380.48,25.12,177.17,2.8212,2.4964,2.0636,2.3883
2013-11-07,752.25,4486.11,384.9,24.77,174.93,3.662,3.5667,1.8747,1.97
2013-11-08,749.58,4476.72,383.47,25.03,177.29,3.4819,3.2138,1.7972,2.0653
2013-11-11,743.15,4441.72,379.99,24.52,177.32,3.9448,3.0755,1.479,2.3484
2013-11-12,731.15,4380.64,373.94,23.98,176.96,3.5996,3.1363,1.6278,2.0911
2013-11-13,714.8,4301.89,365.16,24.01,178.38,3.5335,2.9793,2.0629,2.6171
2013-11-14,728.9,4367.37,372.33,24.65,179.27,3.2513,3.1115,1.4935,1.6332
2013-11-15,722.07,4335.45,368.68,24.56,180.05,2.9872,2.7947,1.2979,1.4904
2013-11-18,736.72,4393.59,376.7,24.43,179.42,2.4898,2.7759,1.5706,1.2845
2013-11-19,738.01,4398.34,376.81,24.24,179.03,2.7425,2.8757,1.6001,1.4669
2013-11-20,727.09,4350.79,370.7,23.54,178.47,3.1916,2.9944,2.0613,2.2586
2013-11-21,722.01,4326.2,368.36,23.79,179.91,2.7812,2.2555,1.5348,2.0605
2013-11-22,720.89,4317.96,367.53,23.63,180.81,2.1612,2.2224,3.5674,3.5062
2013-11-25,723.6,4334.8,369.04,23.45,180.63,2.2602,2.2579,1.4181,1.4204
2013-11-26,700.21,4235.26,356.79,23.22,180.68,3.3697,3.3151,5.4406,5.4951
2013-11-27,704.5,4251.49,359.16,23.25,181.12,2.7393,2.8844,2.1816,2.0365
2013-11-28,702.38,4233.93,358.25,23.25,181.12,2.3299,2.4153,1.3425,1.257
2013-11-29,704.88,4256.44,359.44,23.11,181,1.9648,2.0866,1.3333,1.2114
2013-12-02,719.75,4321.98,367.23,23.11,180.53,3.2752,3.361,1.5293,1.4436
2013-12-03,714.08,4288.76,364.16,22.9,179.75,2.6556,2.6071,1.2313,1.2798
2013-12-04,703.78,4241.3,358.53,22.67,179.73,2.5859,2.6641,1.6554,1.5772
2013-12-05,698.95,4216.89,355.44,22.28,178.94,2.8304,2.2839,1.2345,1.7811
2013-12-06,691.02,4180.79,350.91,22.68,180.94,2.8212,2.1024,1.4542,2.173
2013-12-09,699.82,4214.34,355.56,22.74,181.4,2.2256,2.3184,1.7501,1.6572
2013-12-10,713.77,4275.68,363.01,23.15,180.75,3.1134,3.167,3.19,3.1364
2013-12-11,714.03,4271.74,363.2,22.48,178.72,2.6919,2.8637,1.7511,1.5794
2013-12-12,700.24,4212.22,356.18,22.32,178.13,3.0136,2.623,1.459,1.8496
2013-12-13,691.51,4174.83,351.81,21.98,178.11,2.8203,2.4791,1.6946,2.0358
2013-12-16,680.98,4125.96,346.97,22.09,179.22,5.4717,5.2396,1.1634,1.3955
2013-12-17,693.65,4182.35,353.07,22.07,178.65,3.0852,2.9561,1.7234,1.8524
2013-12-18,697.01,4196.28,354.85,22.42,181.7,4.0275,4.3079,2.7506,2.4702
2013-12-19,705.44,4231.98,359.56,22.18,181.49,2.7384,3.0842,1.8374,1.4915
2013-12-20,698.22,4195.56,355.69,21.74,181.56,2.5679,2.5708,1.8892,1.8863
2013-12-23,697.07,4189.61,355.39,21.78,182.53,2.3814,2.3294,1.2649,1.3168
2013-12-24,701.2,4202.83,357.31,22.01,182.93,2.0681,2.0559,0.5698,0.582
2013-12-27,701.48,4212.98,357.35,22.19,183.84,7.8371,3.2263,1.5751,6.1858
2013-12-30,711.13,4274.18,362.35,22.49,183.82,2.7581,3.4621,1.4397,0.7357
2014-01-02,723.52,4327.27,369.26,22.2,182.92,2.1676,2.4867,1.1739,0.8548
2014-01-03,709.35,4257.66,362.22,22.02,182.88,2.0158,1.8813,1.3372,1.4718
2014-01-06,699.56,4202.81,357.83,21.76,182.36,1.7853,1.597,1.3266,1.5149
2014-01-07,694.47,4175.81,355.36,21.68,183.48,1.9518,1.6577,1.4031,1.6972
2014-01-08,698.98,4200.59,357.47,21.83,183.52,2.245,2.1377,1.4568,1.5641
2014-01-09,698.65,4201.22,357.55,21.88,183.64,2.3897,2.521,1.7621,1.6308
2014-01-10,711.43,4254.97,364.34,22.85,184.14,3.0618,3.1583,2.1064,2.0099
2014-01-13,741.74,4390.77,379.88,23.22,181.69,3.982,5.9155,4.1176,2.184
2014-01-15,752.46,4441.59,385.42,23.83,184.66,3.9668,5.0498,3.688,2.6049
2014-01-16,746.38,4412.49,382.24,23.34,184.42,3.0414,3.3163,2.1399,1.865
2014-01-17,745.34,4412.23,381.48,23.39,183.63,2.7766,2.7546,1.3123,1.3342
2014-01-20,748.46,4431.57,382.71,23.39,183.63,2.9256,3.0058,1.0585,0.9783
2014-01-21,751.33,4452.5,383.52,23.4,184.18,3.1117,3.1553,1.6646,1.621
2014-01-22,757.37,4477.49,386.87,24.03,184.3,3.4205,3.7941,2.1351,1.7616
2014-01-23,760.63,4496.04,388.47,23.58,182.79,3.38,3.9716,2.4318,1.8402
2014-01-24,747.04,4437.34,381.49,22.64,178.89,2.7544,2.4688,1.9917,2.2773
2014-01-27,722.4,4322.78,369.01,22.29,178.01,3.5425,2.569,1.536,2.5095
2014-01-28,727.25,4341.65,371.8,22.65,179.07,3.3516,2.6683,1.9312,2.6145
2014-01-29,742.46,4417.35,379.91,22.53,177.35,3.2998,3.545,2.1564,1.9112
2014-01-30,741.75,4418.76,380.05,23.23,179.23,3.1548,3.0005,1.8317,1.9859
2014-02-03,734.16,4386.26,375.84,22.34,174.17,2.7495,2.297,1.1168,1.5693
2014-02-04,726.63,4352.26,371.89,23.41,175.38,2.7783,2.4375,1.2084,1.5492
2014-02-05,734,4384.31,376.02,23.28,175.17,2.7299,2.8741,1.4816,1.3374
2014-02-06,742.82,4424.71,380.19,23.91,177.48,3.0525,3.3466,2.066,1.7719
2014-02-07,751.05,4466.66,384.52,24.16,179.68,3.6292,4.2527,2.3981,1.7746
2014-02-10,747.83,4450.75,382.95,23.43,180.01,3.057,3.8986,2.2727,1.4311
2014-02-11,752.14,4470.19,384.86,24.29,181.98,3.5008,4.0339,2.1181,1.585
2014-02-12,756.28,4496.29,386.97,24.22,182.07,3.4578,3.8763,2.4379,2.0193
2014-02-13,754.68,4491.66,386.3,24.63,183.01,3.081,3.2233,1.6697,1.5273
2014-02-14,757.59,4508.04,387.74,25.29,184.02,3.1069,3.1513,2.1663,2.1219
2014-02-17,766.72,4555.37,392.73,25.29,184.02,3.965,5.0456,3.2966,2.216
2014-02-18,766.46,4556.19,392.63,25.05,184.24,3.5371,4.2325,2.4265,1.7311
2014-02-19,773.54,4592.65,396.78,25.16,183.02,3.5786,4.6588,3.4731,2.3928
2014-02-20,776.41,4598.22,398.68,25.58,184.1,2.7368,3.7349,4.7138,3.7157
2014-02-21,784.9,4646.15,403.17,25.92,183.89,3.4417,4.0297,3.1365,2.5485
2014-02-24,779.7,4623.57,400.48,25.94,184.91,2.5107,3.054,2.1242,1.5809
2014-02-25,768.21,4577.29,394.49,25.25,184.84,3.0804,3.1387,2.1843,2.126
2014-02-26,758.81,4532.72,389.65,25.02,184.85,3.2791,3.1339,2.7034,2.8486
2014-02-27,765.24,4568.94,392.4,25.7,185.82,3.371,3.5228,1.8379,1.686
2014-02-28,776.69,4620.22,398.37,25.56,186.29,3.7121,4.2297,3.3297,2.8121
2014-03-03,769.77,4584.2,394.94,25.42,184.98,3.126,2.7696,4.1728,4.5292
2014-03-04,772.49,4601.28,396.03,25.92,187.58,3.409,3.3199,1.6866,1.7758
2014-03-05,783.09,4659.17,401.41,26.33,187.75,4.2287,5.0448,2.2884,1.4723
2014-03-06,788.54,4687.86,404.02,26.77,188.18,4.4385,5.0603,2.7148,2.093
2014-03-07,786.69,4685.89,403.06,26.41,188.26,4.9122,5.0246,2.852,2.7395
2014-03-10,784.97,4677.25,402.4,26.51,188.16,3.7468,3.4627,2.4882,2.7724
2014-03-11,788.96,4704.21,404.23,26.42,187.23,4.0866,3.9812,1.8846,1.99
2014-03-12,784.91,4684.39,402.29,26.6,187.28,3.9191,3.7878,2.1255,2.2568
2014-03-13,794.41,4726.17,407.72,26.46,185.18,3.8631,5.0828,3.2351,2.0155
2014-03-14,830.67,4878.64,427.73,28.05,184.66,5.258,12.7373,10.6507,3.1713
2014-03-17,828.44,4876.19,425.95,28.5,186.33,5.6142,7.6476,5.899,3.8656
2014-03-18,812.44,4805.61,417.16,28.47,187.66,4.3515,5.2338,4.0174,3.1351
2014-03-19,815.33,4821.46,418.6,27.73,186.66,4.4284,5.6054,3.8185,2.6416
2014-03-20,788.68,4698.97,404.87,27.12,187.75,4.5788,4.0413,2.6414,3.179
2014-03-21,789.03,4700.22,405.07,27.03,186.2,4.0095,3.6599,3.6044,3.9541
2014-03-24,792.13,4720.42,406.23,27.18,185.43,3.3362,3.6045,2.2974,2.029
2014-03-25,788.03,4703.09,404.74,27.15,186.31,3.2756,3.6013,2.1612,1.8355
2014-03-26,793.09,4728.24,407.22,26.98,184.97,3.5061,3.6138,2.3285,2.2208
2014-03-27,791.28,4723.06,406.34,27.13,184.58,3.9085,3.9202,2.4212,2.4095
2014-03-28,799.51,4768.28,410.42,27.47,185.49,3.0688,4.3429,3.3156,2.0415
2014-04-01,824.17,4873.93,423.38,28.65,188.25,3.8005,5.6728,5.0455,3.1731
2014-04-02,824.02,4870.2,423.6,28.48,188.88,3.749,4.7096,3.3179,2.3574
2014-04-03,828.77,4891.32,425.98,28.36,188.63,3.008,4.2141,2.8457,1.6397
2014-04-04,820.08,4857.94,421.14,28.3,186.4,3.1855,3.1443,2.2317,2.2728
2014-04-07,834.57,4921.04,428.54,28.4,184.34,3.7778,5.3513,4.0678,2.4943
2014-04-08,835.9,4921.4,429.2,29.07,185.1,4.1371,6.2758,4.5358,2.397
2014-04-10,803.23,4765.73,412,27.43,183.16,7.5872,6.1354,5.0267,6.4786
2014-04-11,813.97,4816.58,417.41,27.48,181.51,4.2445,4.2974,3.3656,3.3126
2014-04-14,823.01,4864.88,422.13,27.83,182.94,4.0672,4.0634,4.7462,4.75
2014-04-15,823.09,4870.22,422.13,27.76,184.2,3.4086,3.9991,2.6409,2.0504
2014-04-16,823.42,4873.01,422.48,28.21,186.12,3.463,3.8076,2.3473,2.0028
2014-04-17,829.6,4897.05,425.59,28.34,186.39,3.067,3.7398,2.1334,1.4606
2014-04-21,829.35,4892.29,425.56,28.04,187.04,5.8456,6.1611,1.2797,0.9641
2014-04-22,830.33,4898.21,426.08,27.74,187.89,3.3398,4.3534,2.5072,1.4935
2014-04-23,829.34,4893.15,425.35,27.25,187.45,3.7892,4.2466,2.0471,1.5897
2014-04-24,829.6,4891.08,425.26,27.42,187.83,4.0915,4.1203,1.9835,1.9547
2014-04-25,829.48,4897.64,425.41,27.55,186.29,3.5545,3.5377,1.7895,1.8063
2014-04-28,813.73,4818.76,416.9,26.97,186.88,3.9527,3.5772,1.7236,2.0991
2014-04-29,812.09,4819.68,416.09,27.57,187.75,3.7168,3.2189,1.5028,2.0008
2014-04-30,814.96,4840.15,417.21,27.68,188.31,3.7017,3.533,3.3152,3.4839
2014-05-02,815.79,4838.76,417.79,27.7,188.06,3.5589,3.645,2.0295,1.9434
2014-05-05,817.15,4842.5,418.84,27.66,188.42,2.5313,2.8366,1.3714,1.0662
2014-05-06,815.34,4834.47,418.11,27.61,186.78,2.1221,2.2246,1.012,0.9095
2014-05-07,820.09,4862.07,420.57,27.79,187.88,3.5191,3.8589,2.1344,1.7946
2014-05-08,821.57,4860.89,421.21,27.7,187.68,3.6637,3.5311,1.5811,1.7137
2014-05-09,827.17,4898.14,423.91,27.96,187.96,4.3427,4.8288,1.7845,1.2984
2014-05-12,831.44,4913,425.76,28.38,189.78,3.6634,4.0153,1.9447,1.5928
2014-05-13,831.57,4921.39,425.72,28.36,189.96,3.5136,3.5771,1.6069,1.5434
2014-05-14,848.57,4991.64,434.63,29.1,189.06,4.8953,6.1569,3.796,2.5344
2014-05-16,858.86,5031.57,439.76,29.57,188.05,3.8524,5.953,5.1629,3.0623
2014-05-19,857.37,5015,439.17,29.22,188.74,4.1567,6.574,5.0394,2.6222
2014-05-20,832.36,4895.95,426.3,27.94,187.55,4.6984,5.207,4.2496,3.741
2014-05-21,835.28,4910.29,427.96,28.1,189.13,3.7567,3.7184,2.0544,2.0928
2014-05-22,847.45,4969.88,434.34,28.7,189.59,3.9644,4.3378,2.0756,1.7022
2014-05-23,847.69,4973.06,434.16,28.41,190.35,2.9386,3.2671,1.9954,1.6669
2014-05-26,845.72,4963.93,433.12,28.41,190.35,2.6451,2.7078,1.6531,1.5904
2014-05-28,848.67,4985.58,434.14,28.3,191.38,3.0786,3.1931,1.9841,1.8696
2014-05-30,824.55,4893.91,420.94,27.41,192.68,4.8067,4.1643,5.0984,5.7407
2014-06-02,829.08,4912.09,423.87,27.36,192.9,3.3468,4.1822,2.7291,1.8937
2014-06-03,835.3,4942.16,426.88,27.79,192.8,3.7945,3.5432,2.1725,2.4238
2014-06-04,832.09,4932.56,425.53,27.23,193.19,2.7929,3.7011,2.7271,1.8189
2014-06-05,832.68,4935.56,425.6,27.4,194.45,2.7667,2.7046,1.5894,1.6515
2014-06-06,833.65,4937.18,426.27,27.71,195.38,2.9057,2.6477,1.7341,1.9922
2014-06-09,823.58,4885.08,421.37,27.39,195.58,3.4649,2.6865,1.456,2.2344
2014-06-10,838,4946.09,428.95,27.66,195.6,2.2922,2.563,2.2432,1.9724
2014-06-11,842.08,4971.95,430.92,27.52,194.92,2.5977,2.6628,2.1417,2.0765
2014-06-12,834.53,4934.41,427.11,27.22,193.54,3.0979,2.6562,2.6065,3.0482
2014-06-13,832.66,4926.66,426.22,27.21,194.13,5.4605,6.157,5.2575,4.561
2014-06-16,823.06,4885.46,421.38,26.85,194.29,2.4074,2.1621,1.4995,1.7449
2014-06-17,829.37,4909.52,424.07,26.87,194.83,1.9418,1.9149,1.8513,1.8782
2014-06-18,824.86,4887.86,422.26,27,196.25,2.2658,4.5746,4.1255,1.8167
2014-06-19,820.53,4864.27,419.98,26.84,196.48,2.4109,2.2041,1.7408,1.9475
2014-06-20,818.2,4847.7,418.68,26.64,195.94,1.9655,1.9968,1.8399,1.8086
2014-06-23,817.86,4842.13,419.01,26.48,195.88,2.3694,2.1386,2.1413,2.3721
2014-06-24,819.96,4862.24,419.8,26.39,194.7,2.3126,2.4524,1.7669,1.6271
2014-06-25,815.34,4838.98,417.5,25.97,195.58,2.5279,2.363,1.5311,1.696
2014-06-26,822.84,4872.42,421.03,25.92,195.44,2.5818,2.5426,1.8122,1.8515
2014-06-27,816.28,4845.13,417.87,25.85,195.82,2.5594,2.2407,1.9292,2.2479
2014-06-30,822.67,4878.58,421.12,26.38,195.72,2.5218,3.0282,2.3098,1.8034
2014-07-01,824.74,4884.82,422.68,26.69,197.03,8.2213,8.7513,1.4657,0.9357
2014-07-02,831.13,4908.27,425.67,26.88,197.23,2.1052,2.3792,1.6781,1.4041
2014-07-03,825.8,4888.73,422.55,26.77,198.2,3.1153,2.9084,1.9076,2.1145
2014-07-04,829.28,4905.82,424.62,26.77,198.2,3.7391,3.1707,1.9925,2.5609
2014-07-07,849.09,4989.03,434.59,27.89,197.51,4.498,5.2586,3.4462,2.6856
2014-07-08,859.41,5024.71,440.35,28.21,196.24,4.5127,6.0867,6.3997,4.8256
2014-07-10,875.66,5098.01,448.86,28.88,196.34,5.8527,10.05,9.8646,5.6673
2014-07-11,861.22,5032.6,441.69,28.62,196.61,3.0879,6.0264,4.8865,1.948
2014-07-14,860.2,5021.06,440.98,28.46,197.6,2.7343,3.1133,2.4083,2.0293
2014-07-15,870.46,5070.82,446.63,28.35,197.23,3.3459,3.6071,1.9027,1.6415
2014-07-16,877.03,5113.93,449.87,28.82,197.96,4.3336,5.2051,3.4115,2.54
2014-07-17,869.94,5071.2,446.62,28.2,195.71,3.4428,3.973,2.4601,1.9299
2014-07-18,874.12,5087.01,448.73,28.87,197.71,3.1041,3.5769,1.9282,1.4554
2014-07-21,881.32,5127.12,452.46,29.45,197.34,4.6176,4.5948,1.7518,1.7746
2014-07-22,873.78,5083.52,448.46,29.37,198.2,6.0979,6.1039,3.0577,3.0517
2014-07-23,873.34,5093.23,447.95,29.29,198.64,3.8528,4.3626,4.7952,4.2854
2014-07-24,872.7,5098.64,447.34,29.21,198.65,3.1488,3.5176,2.9613,2.5925
2014-07-25,868.3,5088.8,445.06,28.89,197.72,3.9935,4.1875,2.7088,2.5148
2014-08-04,878.08,5119.24,448.67,28.8,193.89,3.2283,4.1296,5.5236,4.6223
2014-08-05,875.47,5109.09,447.3,28.38,192.01,3.2779,3.1473,2.47,2.6006
2014-08-06,863.86,5058.23,441.32,27.85,192.07,3.2461,2.041,6.7344,7.9395
2014-08-07,864.99,5066.98,442.13,27.97,191.03,3.1671,2.9294,2.1502,2.3879
2014-08-08,861.9,5053.76,440.24,28.33,193.24,2.3169,2.142,1.4865,1.6614
2014-08-11,875.43,5113.24,447.29,29.05,193.79,2.5388,2.9484,1.8616,1.452
2014-08-12,878.42,5132.4,448.82,29.06,193.53,3.2775,3.7029,2.2116,1.7862
2014-08-13,886.32,5168.27,452.47,29.16,194.84,3.1549,3.5567,2.1363,1.7345
2014-08-14,882.56,5155.55,450.32,29.11,195.76,3.1878,3.4353,2.0127,1.7651
2014-08-15,879.9,5148.96,448.94,28.82,195.72,4.7738,2.8457,2.788,4.7162
2014-08-18,881.38,5156.75,449.61,29.17,197.36,2.6523,2.7403,1.9319,1.844
2014-08-19,880.71,5165.17,449.13,29.23,198.39,3.8276,3.3789,2.0764,2.5251
2014-08-20,886.5,5190.17,452.58,29.26,198.92,2.6924,3.208,3.0533,2.5378
2014-08-21,889.66,5206.14,454.81,29.17,199.5,3.0331,3.4428,2.011,1.6013
2014-08-22,886.83,5198.9,453.29,28.82,199.19,3.1001,3.1718,2.5096,2.438
2014-08-25,883.82,5184.96,452.08,29.05,200.2,2.7612,2.5845,1.9818,2.1584
2014-08-26,876.24,5146.55,448.54,28.93,200.33,3.2104,3.0082,2.1996,2.4018
2014-08-27,880.7,5165.25,450.32,29.1,200.25,3.3048,3.5727,2.4365,2.1686
2014-08-28,883.19,5184.48,451.07,28.94,200.14,3.0245,3.2229,2.5338,2.3354
2014-08-29,869.2,5136.86,442.78,28.75,200.71,3.4229,2.6734,2.3514,3.101
2014-09-01,880.1,5177.62,449.11,28.75,200.71,2.3051,2.4322,1.3379,1.2107
2014-09-02,885.53,5201.59,450.95,28.91,200.61,3.0827,2.8519,1.5729,1.8037
2014-09-03,889.73,5224.14,453.04,28.98,200.5,3.40793925,3.370047875,2.0012,1.5258
2014-09-04,885.29,5205.32,450.53,28.88,200.21,3.7332,3.8882,2.7801,2.625
2014-09-05,886.58,5217.34,451.99,29.24,201.11,3.0123,3.3158,2.4296,2.1261
2014-09-08,892.72,5246.48,454.74,29.14,200.59,3.3068,3.868,2.674,2.1128
2014-09-09,883.66,5197.12,450.77,28.59,199.32,3.1448,3.0222,2.2391,2.3616
2014-09-10,873.43,5142.99,445.82,28.27,200.07,3.7836,2.9681,1.6543,2.4698
2014-09-11,869.03,5133.03,444.06,27.97,200.3,3.5653,2.9656,2.1569,2.7567
2014-09-12,870.12,5143.71,443.69,27.79,199.13,3.2098,2.4333,1.9737,2.7501
2014-09-15,870.33,5144.9,444.65,27.62,198.98,3.3073,2.7291,1.4018,1.98
2014-09-16,867.34,5130.5,443.43,28.22,200.48,2.7706,2.2484,1.6237,2.1459
2014-09-17,878.66,5188.18,448.81,27.88,200.75,3.5233,2.9704,2.1399,2.6928
2014-09-18,886.76,5208.14,453.39,28.25,201.82,3.736,3.0577,2.5483,3.2267
2014-09-19,890.65,5227.58,455.4,28.23,200.7,3.5517,3.8339,3.6926,3.4104
2014-09-22,891.01,5219.8,455.61,28.01,199.15,2.8138,2.8404,1.7066,1.68
2014-09-23,883.67,5188.11,451.69,27.98,198.01,2.9895,2.3921,1.6152,2.2126
